time,open,high,low,close,volume
1772668800,89.16319964925134,89.16319964925134,89.16319964925134,89.16319964925134,1
1772668800,94.42445804314626,94.42445804314626,94.42445804314626,94.42445804314626,1
1772755200,94.74448724708586,94.74448724708586,94.74448724708586,94.74448724708586,1
1773014400,92.82652502546372,92.82652502546372,92.82652502546372,92.82652502546372,1
1773100800,95.41029128905213,95.41029128905213,95.41029128905213,95.41029128905213,1
1773187200,95.41712291143652,95.41712291143652,95.41712291143652,95.41712291143652,1
1773273600,94.83893135964685,94.83893135964685,94.83893135964685,94.83893135964685,1
1773360000,95.16591180548653,95.16591180548653,95.16591180548653,95.16591180548653,1
1773619200,95.30120092759896,95.30120092759896,95.30120092759896,95.30120092759896,1
1773705600,94.79052947852746,94.79052947852746,94.79052947852746,94.79052947852746,1
1773792000,95.30237071233081,95.30237071233081,95.30237071233081,95.30237071233081,1
1773878400,92.26425986260355,92.26425986260355,92.26425986260355,92.26425986260355,1
1773964800,94.77819471409622,94.77819471409622,94.77819471409622,94.77819471409622,1
1774224000,94.60883077973827,94.60883077973827,94.60883077973827,94.60883077973827,1
1774310400,95.50179219597408,95.50179219597408,95.50179219597408,95.50179219597408,1
1774396800,95.69893882460485,95.69893882460485,95.69893882460485,95.69893882460485,1
1774569600,94.73864487571598,94.73864487571598,94.73864487571598,94.73864487571598,1
1774828800,94.18447787412424,94.18447787412424,94.18447787412424,94.18447787412424,1
1775001600,94.87542049303549,94.87542049303549,94.87542049303549,94.87542049303549,1
1775088000,95.38528141939567,95.38528141939567,95.38528141939567,95.38528141939567,1
1775433600,95.19542828586984,95.19542828586984,95.19542828586984,95.19542828586984,1
1775520000,95.2347751605157,95.2347751605157,95.2347751605157,95.2347751605157,1
1775606400,95.77564713518072,95.77564713518072,95.77564713518072,95.77564713518072,1
1775692800,95.74261454096393,95.74261454096393,95.74261454096393,95.74261454096393,1
1775779200,95.2842658482787,95.2842658482787,95.2842658482787,95.2842658482787,1
1776038400,95.65465122887358,95.65465122887358,95.65465122887358,95.65465122887358,1
1776038400,95.65465122887358,95.65465122887358,95.65465122887358,95.65465122887358,1
1776038400,95.64513912579102,95.64513912579102,95.64513912579102,95.64513912579102,1
1776038400,95.64513912579102,95.64513912579102,95.64513912579102,95.64513912579102,1
1776038400,95.64513912579102,95.64513912579102,95.64513912579102,95.64513912579102,1
1776038400,95.64513912579102,95.64513912579102,95.64513912579102,95.64513912579102,1
1776038400,95.69837124926713,95.69837124926713,95.69837124926713,95.69837124926713,1
1776038400,95.69837124926713,95.69837124926713,95.69837124926713,95.69837124926713,1
1776211200,95.67812213209052,95.67812213209052,95.67812213209052,95.67812213209052,1
1776297600,95.4207772118967,95.4207772118967,95.4207772118967,95.4207772118967,1
1776384000,95.42910017463333,95.42910017463333,95.42910017463333,95.42910017463333,1
1776729600,96.26818280308993,96.26818280308993,96.26818280308993,96.26818280308993,1
1776816000,96.28521523980955,96.28521523980955,96.28521523980955,96.28521523980955,1
1776902400,95.03161854353873,95.03161854353873,95.03161854353873,95.03161854353873,1
1776988800,95.23919388880967,95.23919388880967,95.23919388880967,95.23919388880967,1
1777248000,95.2229959654607,95.2229959654607,95.2229959654607,95.2229959654607,1
1777334400,94.64777089212686,94.64777089212686,94.64777089212686,94.64777089212686,1
1777420800,94.80821980470682,94.80821980470682,94.80821980470682,94.80821980470682,1
1777507200,94.74020884637714,94.74020884637714,94.74020884637714,94.74020884637714,1
1777852800,95.5877428353197,95.5877428353197,95.5877428353197,95.5877428353197,1
1777939200,95.78157438733055,95.78157438733055,95.78157438733055,95.78157438733055,1
1778025600,95.6564150111194,95.6564150111194,95.6564150111194,95.6564150111194,1
1778025600,95.6564150111194,95.6564150111194,95.6564150111194,95.6564150111194,1
1778112000,95.82626384787514,95.82626384787514,95.82626384787514,95.82626384787514,1
1778198400,95.13980995526497,95.13980995526497,95.13980995526497,95.13980995526497,1
1778457600,94.16397064397088,94.16397064397088,94.16397064397088,94.16397064397088,1
1778544000,92.2559350244372,92.2559350244372,92.2559350244372,92.2559350244372,1
1778544000,92.2559350244372,92.2559350244372,92.2559350244372,92.2559350244372,1
1778630400,95.66105316028843,95.66105316028843,95.66105316028843,95.66105316028843,1
1778716800,95.81529775741744,95.81529775741744,95.81529775741744,95.81529775741744,1
1778803200,94.81810768316481,94.81810768316481,94.81810768316481,94.81810768316481,1
1779062400,94.21380928599949,94.21380928599949,94.21380928599949,94.21380928599949,1
1779148800,95.41601077358341,95.41601077358341,95.41601077358341,95.41601077358341,1
1779235200,95.1039395605721,95.1039395605721,95.1039395605721,95.1039395605721,1
1779321600,94.86343776346375,94.86343776346375,94.86343776346375,94.86343776346375,1
1779408000,95.27053300538843,95.27053300538843,95.27053300538843,95.27053300538843,1
1779667200,95.76034584718859,95.76034584718859,95.76034584718859,95.76034584718859,1
1779753600,95.92153564314278,95.92153564314278,95.92153564314278,95.92153564314278,1
1779840000,95.54783669378944,95.54783669378944,95.54783669378944,95.54783669378944,1
1780012800,94.29778470537478,94.29778470537478,94.29778470537478,94.29778470537478,1
1780272000,95.79567475733137,95.79567475733137,95.79567475733137,95.79567475733137,1
1780358400,96.41581584958014,96.41581584958014,96.41581584958014,96.41581584958014,1
1780444800,95.9896342292152,95.9896342292152,95.9896342292152,95.9896342292152,1
1780531200,95.5872479053946,95.5872479053946,95.5872479053946,95.5872479053946,1
1780617600,96.1356034498296,96.1356034498296,96.1356034498296,96.1356034498296,1
1780876800,96.18157775478186,96.18157775478186,96.18157775478186,96.18157775478186,1
1780963200,97.17922410606481,97.17922410606481,97.17922410606481,97.17922410606481,1
1781049600,95.41058341745727,95.41058341745727,95.41058341745727,95.41058341745727,1
1781136000,95.263095692306,95.263095692306,95.263095692306,95.263095692306,1
1781481600,95.98793303364343,95.98793303364343,95.98793303364343,95.98793303364343,1
1781568000,95.79864979256266,95.79864979256266,95.79864979256266,95.79864979256266,1
1781654400,95.51331671376077,95.51331671376077,95.51331671376077,95.51331671376077,1
1781740800,95.28013625381143,95.28013625381143,95.28013625381143,95.28013625381143,1
1781827200,95.24092697118255,95.24092697118255,95.24092697118255,95.24092697118255,1
1782086400,95.48585060251091,95.48585060251091,95.48585060251091,95.48585060251091,1
1782172800,95.22897747066415,95.22897747066415,95.22897747066415,95.22897747066415,1
1782259200,95.3310561123235,95.3310561123235,95.3310561123235,95.3310561123235,1
1782345600,95.84268027797974,95.84268027797974,95.84268027797974,95.84268027797974,1
1782691200,95.11884722333241,95.11884722333241,95.11884722333241,95.11884722333241,1
1782777600,95.55224738246676,95.55224738246676,95.55224738246676,95.55224738246676,1
1782864000,95.77788845634417,95.77788845634417,95.77788845634417,95.77788845634417,1
1782950400,96.2863769090538,96.2863769090538,96.2863769090538,96.2863769090538,1
1783036800,96.93190543963038,96.93190543963038,96.93190543963038,96.93190543963038,1
1783036800,96.93190543963038,96.93190543963038,96.93190543963038,96.93190543963038,1
1783296000,96.03920960027436,96.03920960027436,96.03920960027436,96.03920960027436,1
1783382400,95.73608538296641,95.73608538296641,95.73608538296641,95.73608538296641,1
1783468800,95.87105759496612,95.87105759496612,95.87105759496612,95.87105759496612,1
1783555200,95.11876860661756,95.11876860661756,95.11876860661756,95.11876860661756,1
1783641600,95.61304393471455,95.61304393471455,95.61304393471455,95.61304393471455,1
1783900800,95.92914137624142,95.92914137624142,95.92914137624142,95.92914137624142,1
1783987200,95.68741891397146,95.68741891397146,95.68741891397146,95.68741891397146,1
1784073600,96.14800895711076,96.14800895711076,96.14800895711076,96.14800895711076,1
1784160000,95.93943412011913,95.93943412011913,95.93943412011913,95.93943412011913,1
1784246400,95.75520837705427,95.75520837705427,95.75520837705427,95.75520837705427,1
1784505600,96.31808360924569,96.31808360924569,96.31808360924569,96.31808360924569,1
1784592000,96.00815276743141,96.00815276743141,96.00815276743141,96.00815276743141,1
1788134400,96.60705110452034,96.60705110452034,96.60705110452034,96.60705110452034,1
