time,open,high,low,close,volume
1772668800,119.354842872675,119.354842872675,119.354842872675,119.354842872675,1
1772668800,127.19614774358125,127.19614774358125,127.19614774358125,127.19614774358125,1
1772755200,126.22646573616849,126.22646573616849,126.22646573616849,126.22646573616849,1
1773014400,123.32802085931742,123.32802085931742,123.32802085931742,123.32802085931742,1
1773100800,126.78024688228253,126.78024688228253,126.78024688228253,126.78024688228253,1
1773187200,126.5433209688208,126.5433209688208,126.5433209688208,126.5433209688208,1
1773273600,126.66835017668005,126.66835017668005,126.66835017668005,126.66835017668005,1
1773360000,125.74311704041025,125.74311704041025,125.74311704041025,125.74311704041025,1
1773619200,125.5125754451137,125.5125754451137,125.5125754451137,125.5125754451137,1
1773705600,127.01294418848777,127.01294418848777,127.01294418848777,127.01294418848777,1
1773792000,126.74899364741776,126.74899364741776,126.74899364741776,126.74899364741776,1
1773878400,123.7167647601165,123.7167647601165,123.7167647601165,123.7167647601165,1
1773964800,127.593961205529,127.593961205529,127.593961205529,127.593961205529,1
1774224000,127.24654971132054,127.24654971132054,127.24654971132054,127.24654971132054,1
1774310400,127.41430328377692,127.41430328377692,127.41430328377692,127.41430328377692,1
1774396800,127.99987420836634,127.99987420836634,127.99987420836634,127.99987420836634,1
1774569600,128.02742193146588,128.02742193146588,128.02742193146588,128.02742193146588,1
1774828800,129.83391094008513,129.83391094008513,129.83391094008513,129.83391094008513,1
1775001600,128.74898091866856,128.74898091866856,128.74898091866856,128.74898091866856,1
1775088000,128.71128865295242,128.71128865295242,128.71128865295242,128.71128865295242,1
1775433600,127.71952868331937,127.71952868331937,127.71952868331937,127.71952868331937,1
1775520000,128.48959225853827,128.48959225853827,128.48959225853827,128.48959225853827,1
1775606400,127.40168389644984,127.40168389644984,127.40168389644984,127.40168389644984,1
1775692800,127.70722197912929,127.70722197912929,127.70722197912929,127.70722197912929,1
1775779200,126.47542235949396,126.47542235949396,126.47542235949396,126.47542235949396,1
1776038400,128.1661532447273,128.1661532447273,128.1661532447273,128.1661532447273,1
1776038400,128.1661532447273,128.1661532447273,128.1661532447273,128.1661532447273,1
1776038400,128.16615768684335,128.16615768684335,128.16615768684335,128.16615768684335,1
1776038400,128.16615768684335,128.16615768684335,128.16615768684335,128.16615768684335,1
1776038400,128.16615768684335,128.16615768684335,128.16615768684335,128.16615768684335,1
1776038400,128.16615768684335,128.16615768684335,128.16615768684335,128.16615768684335,1
1776038400,128.16615768684335,128.16615768684335,128.16615768684335,128.16615768684335,1
1776038400,128.16615768684335,128.16615768684335,128.16615768684335,128.16615768684335,1
1776211200,126.48270932797627,126.48270932797627,126.48270932797627,126.48270932797627,1
1776297600,126.8284222575159,126.8284222575159,126.8284222575159,126.8284222575159,1
1776384000,127.56010002731732,127.56010002731732,127.56010002731732,127.56010002731732,1
1776729600,128.69365635821129,128.69365635821129,128.69365635821129,128.69365635821129,1
1776816000,127.94283465871065,127.94283465871065,127.94283465871065,127.94283465871065,1
1776902400,126.61102021825243,126.61102021825243,126.61102021825243,126.61102021825243,1
1776988800,127.70786603650728,127.70786603650728,127.70786603650728,127.70786603650728,1
1777248000,126.49949344118139,126.49949344118139,126.49949344118139,126.49949344118139,1
1777334400,126.74989498412448,126.74989498412448,126.74989498412448,126.74989498412448,1
1777420800,126.91517149980822,126.91517149980822,126.91517149980822,126.91517149980822,1
1777507200,126.92071609619364,126.92071609619364,126.92071609619364,126.92071609619364,1
1777852800,127.96003127928368,127.96003127928368,127.96003127928368,127.96003127928368,1
1777939200,128.53368627248517,128.53368627248517,128.53368627248517,128.53368627248517,1
1778025600,126.45958286589172,126.45958286589172,126.45958286589172,126.45958286589172,1
1778025600,126.45958286589172,126.45958286589172,126.45958286589172,126.45958286589172,1
1778112000,127.69107871486887,127.69107871486887,127.69107871486887,127.69107871486887,1
1778198400,128.42942667692247,128.42942667692247,128.42942667692247,128.42942667692247,1
1778457600,126.84301314513824,126.84301314513824,126.84301314513824,126.84301314513824,1
1778544000,124.42654088001079,124.42654088001079,124.42654088001079,124.42654088001079,1
1778544000,124.42654088001079,124.42654088001079,124.42654088001079,124.42654088001079,1
1778630400,130.0461001030218,130.0461001030218,130.0461001030218,130.0461001030218,1
1778716800,129.16493675041022,129.16493675041022,129.16493675041022,129.16493675041022,1
1778803200,128.43587943048652,128.43587943048652,128.43587943048652,128.43587943048652,1
1779062400,126.52910795587722,126.52910795587722,126.52910795587722,126.52910795587722,1
1779148800,128.38705101423557,128.38705101423557,128.38705101423557,128.38705101423557,1
1779235200,127.93407364455037,127.93407364455037,127.93407364455037,127.93407364455037,1
1779321600,128.69490723719053,128.69490723719053,128.69490723719053,128.69490723719053,1
1779408000,129.0698699391715,129.0698699391715,129.0698699391715,129.0698699391715,1
1779667200,128.57282450726365,128.57282450726365,128.57282450726365,128.57282450726365,1
1779753600,129.61628131370787,129.61628131370787,129.61628131370787,129.61628131370787,1
1779840000,129.84005608295192,129.84005608295192,129.84005608295192,129.84005608295192,1
1780012800,128.68127119860878,128.68127119860878,128.68127119860878,128.68127119860878,1
1780272000,129.22124050145982,129.22124050145982,129.22124050145982,129.22124050145982,1
1780358400,130.5343779983806,130.5343779983806,130.5343779983806,130.5343779983806,1
1780444800,129.99361504805987,129.99361504805987,129.99361504805987,129.99361504805987,1
